CountryCode,Country,SeriesCode,MDG,Series,1990,Footnotes,Type,1991,Footnotes,Type,1992,Footnotes,Type,1993,Footnotes,Type,1994,Footnotes,Type,1995,Footnotes,Type,1996,Footnotes,Type,1997,Footnotes,Type,1998,Footnotes,Type,1999,Footnotes,Type,2000,Footnotes,Type,2001,Footnotes,Type,2002,Footnotes,Type,2003,Footnotes,Type,2004,Footnotes,Type,2005,Footnotes,Type,2006,Footnotes,Type,2007,Footnotes,Type,2008,Footnotes,Type,2009,Footnotes,Type,2010,Footnotes,Type,2011,Footnotes,Type,2012,Footnotes,Type
"891","Serbia and Montenegro","749","Y","Carbon dioxide emissions (CO2), thousand metric tons of CO2 (CDIAC)"," "," "," "," "," "," ","45350.0","","G","39490.0","","G","38415.0","","G","40579.0","","G","47473.0","","G","51034.0","","G","53700.0","","G","37044.0","","G","41147.0","","G","44213.0","","G","47268.0","","G","50542.0","","G","55225.0","","G"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"690","Seychelles","749","Y","Carbon dioxide emissions (CO2), thousand metric tons of CO2 (CDIAC)","114.0","","G","143.0","","G","165.0","","G","161.0","","G","187.0","","G","191.0","","G","198.0","","G","414.0","","G","440.0","","G","513.0","","G","565.0","","G","642.0","","G","543.0","","G","557.0","","G","774.0","","G","697.0","","G","744.0","","G","623.0","","G","682.0","","G","737.0","","G"," "," "," "," "," "," "," "," "," "
"694","Sierra Leone","749","Y","Carbon dioxide emissions (CO2), thousand metric tons of CO2 (CDIAC)","389.0","","G","469.0","","G","216.0","","G","216.0","","G","286.0","","G","286.0","","G","319.0","","G","330.0","","G","304.0","","G","293.0","","G","425.0","","G","2380.0","","G","4158.0","","G","19945.0","","G","4184.0","","G","755.0","","G","1624.0","","G","10136.0","","G","884.0","","G","1415.0","","G"," "," "," "," "," "," "," "," "," "
"702","Singapore","749","Y","Carbon dioxide emissions (CO2), thousand metric tons of CO2 (CDIAC)","46941.0","","G","47425.0","","G","50267.0","","G","54627.0","","G","65368.0","","G","47110.0","","G","55306.0","","G","69240.0","","G","57293.0","","G","50264.0","","G","47623.0","","G","42765.0","","G","42060.0","","G","34653.0","","G","40770.0","","G","49446.0","","G","46908.0","","G","35266.0","","G","31360.0","","G","31896.0","","G"," "," "," "," "," "," "," "," "," "
"703","Slovakia","749","Y","Carbon dioxide emissions (CO2), thousand metric tons of CO2 (CDIAC)"," "," "," "," "," "," ","45647.0","","G","40971.0","","G","40352.0","","G","43509.0","","G","42794.0","","G","41983.0","","G","43230.0","","G","39864.0","","G","36531.0","","G","39358.0","","G","39252.0","","G","39494.0","","G","38749.0","","G","39175.0","","G","38929.0","","G","36600.0","","G","37557.0","","G","33890.0","","G"," "," "," "," "," "," "," "," "," "
"705","Slovenia","749","Y","Carbon dioxide emissions (CO2), thousand metric tons of CO2 (CDIAC)"," "," "," "," "," "," ","12468.0","","G","13154.0","","G","13326.0","","G","14389.0","","G","14936.0","","G","15841.0","","G","15181.0","","G","15218.0","","G","14243.0","","G","15148.0","","G","15398.0","","G","15486.0","","G","15728.0","","G","15856.0","","G","16234.0","","G","16193.0","","G","17158.0","","G","15291.0","","G"," "," "," "," "," "," "," "," "," "
"90","Solomon Islands","749","Y","Carbon dioxide emissions (CO2), thousand metric tons of CO2 (CDIAC)","161.0","","G","161.0","","G","161.0","","G","158.0","","G","154.0","","G","161.0","","G","161.0","","G","161.0","","G","161.0","","G","165.0","","G","165.0","","G","172.0","","G","172.0","","G","180.0","","G","180.0","","G","180.0","","G","180.0","","G","198.0","","G","198.0","","G","198.0","","G"," "," "," "," "," "," "," "," "," "
"706","Somalia","749","Y","Carbon dioxide emissions (CO2), thousand metric tons of CO2 (CDIAC)","18.0","","G","4.0","","G","11.0","","G","11.0","","G","11.0","","G","11.0","","G"," "," "," "," "," "," "," "," "," "," "," "," ","517.0","","G","502.0","","G","572.0","","G","576.0","","G","576.0","","G","579.0","","G","576.0","","G","605.0","","G","609.0","","G","594.0","","G"," "," "," "," "," "," "," "," "," "
"710","South Africa","749","Y","Carbon dioxide emissions (CO2), thousand metric tons of CO2 (CDIAC)","333514.0","","G","346337.0","","G","324852.0","","G","342549.0","","G","358930.0","","G","353458.0","","G","358640.0","","G","371328.0","","G","372219.0","","G","371034.0","","G","368611.0","","G","362743.0","","G","347687.0","","G","380811.0","","G","427132.0","","G","396117.0","","G","424844.0","","G","443648.0","","G","464957.0","","G","499016.0","","G"," "," "," "," "," "," "," "," "," "
"724","Spain","749","Y","Carbon dioxide emissions (CO2), thousand metric tons of CO2 (CDIAC)","218865.0","","G","225858.0","","G","234057.0","","G","219408.0","","G","233559.0","","G","241732.0","","G","233423.0","","G","252169.0","","G","261563.0","","G","282385.0","","G","294434.0","","G","297830.0","","G","314519.0","","G","321097.0","","G","339429.0","","G","353462.0","","G","350037.0","","G","358237.0","","G","329286.0","","G","288230.0","","G"," "," "," "," "," "," "," "," "," "
"144","Sri Lanka","749","Y","Carbon dioxide emissions (CO2), thousand metric tons of CO2 (CDIAC)","3773.0","","G","4063.0","","G","5057.0","","G","4903.0","","G","5409.0","","G","5798.0","","G","6953.0","","G","7506.0","","G","7763.0","","G","8537.0","","G","10161.0","","G","10246.0","","G","11008.0","","G","10660.0","","G","11965.0","","G","11643.0","","G","11742.0","","G","12460.0","","G","11896.0","","G","12658.0","","G"," "," "," "," "," "," "," "," "," "
"736","Sudan","749","Y","Carbon dioxide emissions (CO2), thousand metric tons of CO2 (CDIAC)","5559.0","1","G","5387.0","1","G","4756.0","1","G","2908.0","1","G","4444.0","1","G","4602.0","1","G","4268.0","1","G","5420.0","1","G","4697.0","1","G","5093.0","1","G","5534.0","1","G","6370.0","1","G","8119.0","1","G","9072.0","1","G","11463.0","1","G","10898.0","1","G","12160.0","1","G","13150.0","1","G","12024.0","1","G","14338.0","1","G"," "," "," "," "," "," "," "," "," "
"740","Suriname","749","Y","Carbon dioxide emissions (CO2), thousand metric tons of CO2 (CDIAC)","1811.0","","G","2101.0","","G","2112.0","","G","2156.0","","G","2164.0","","G","2182.0","","G","2131.0","","G","2142.0","","G","2164.0","","G","2153.0","","G","2127.0","","G","2266.0","","G","2252.0","","G","2241.0","","G","2292.0","","G","2384.0","","G","2450.0","","G","2450.0","","G","2450.0","","G","2472.0","","G"," "," "," "," "," "," "," "," "," "
"748","Swaziland","749","Y","Carbon dioxide emissions (CO2), thousand metric tons of CO2 (CDIAC)","425.0","","G","326.0","","G","264.0","","G","132.0","","G","484.0","","G","455.0","","G","341.0","","G","1203.0","","G","1214.0","","G","1239.0","","G","1188.0","","G","1144.0","","G","1126.0","","G","1041.0","","G","1030.0","","G","1019.0","","G","1016.0","","G","1063.0","","G","1093.0","","G","1023.0","","G"," "," "," "," "," "," "," "," "," "
"752","Sweden","749","Y","Carbon dioxide emissions (CO2), thousand metric tons of CO2 (CDIAC)","51129.0","","G","53227.0","","G","55229.0","","G","52035.0","","G","54539.0","","G","50744.0","","G","57700.0","","G","51844.0","","G","52977.0","","G","51107.0","","G","49794.0","","G","51129.0","","G","57425.0","","G","54781.0","","G","54521.0","","G","51562.0","","G","49571.0","","G","48060.0","","G","49105.0","","G","43744.0","","G"," "," "," "," "," "," "," "," "," "
"756","Switzerland","749","Y","Carbon dioxide emissions (CO2), thousand metric tons of CO2 (CDIAC)","42864.0","","G","41998.0","","G","43065.0","","G","40762.0","","G","41320.0","","G","39233.0","","G","39930.0","","G","41466.0","","G","41829.0","","G","40700.0","","G","39050.0","","G","42963.0","","G","40718.0","","G","40205.0","","G","40392.0","","G","41375.0","","G","41877.0","","G","38019.0","","G","40392.0","","G","41598.0","","G"," "," "," "," "," "," "," "," "," "
"760","Syrian Arab Republic","749","Y","Carbon dioxide emissions (CO2), thousand metric tons of CO2 (CDIAC)","37451.0","","G","43194.0","","G","44437.0","","G","47117.0","","G","48533.0","","G","43997.0","","G","44250.0","","G","40968.0","","G","50282.0","","G","52379.0","","G","51048.0","","G","48786.0","","G","39068.0","","G","54286.0","","G","51111.0","","G","50634.0","","G","53590.0","","G","57429.0","","G","59039.0","","G","65313.0","","G"," "," "," "," "," "," "," "," "," "
"762","Tajikistan","749","Y","Carbon dioxide emissions (CO2), thousand metric tons of CO2 (CDIAC)"," "," "," "," "," "," ","7220.0","","G","5170.0","","G","2354.0","","G","2450.0","","G","2827.0","","G","2153.0","","G","2497.0","","G","2519.0","","G","2237.0","","G","2292.0","","G","1881.0","","G","2076.0","","G","2571.0","","G","2464.0","","G","2703.0","","G","3286.0","","G","3102.0","","G","2835.0","","G"," "," "," "," "," "," "," "," "," "
"764","Thailand","749","Y","Carbon dioxide emissions (CO2), thousand metric tons of CO2 (CDIAC)","95833.0","","G","116149.0","","G","126831.0","","G","142555.0","","G","158279.0","","G","181461.0","","G","202712.0","","G","210064.0","","G","186504.0","","G","196947.0","","G","201549.0","","G","217086.0","","G","230636.0","","G","245674.0","","G","267761.0","","G","275164.0","","G","283987.0","","G","275634.0","","G","283723.0","","G","271721.0","","G"," "," "," "," "," "," "," "," "," "
"807","The former Yugoslav Republic of Macedonia","749","Y","Carbon dioxide emissions (CO2), thousand metric tons of CO2 (CDIAC)"," "," "," "," "," "," ","10777.0","","G","10341.0","","G","10469.0","","G","10840.0","","G","11742.0","","G","10634.0","","G","12625.0","","G","11723.0","","G","12064.0","","G","11998.0","","G","10935.0","","G","11309.0","","G","11192.0","","G","11280.0","","G","10939.0","","G","11379.0","","G","11848.0","","G","11342.0","","G"," "," "," "," "," "," "," "," "," "
"626","Timor-Leste","749","Y","Carbon dioxide emissions (CO2), thousand metric tons of CO2 (CDIAC)"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","161.0","","G","161.0","","G","176.0","","G","176.0","","G","180.0","","G","183.0","","G","191.0","","G","183.0","","G"," "," "," "," "," "," "," "," "," "
"768","Togo","749","Y","Carbon dioxide emissions (CO2), thousand metric tons of CO2 (CDIAC)","774.0","","G","843.0","","G","836.0","","G","865.0","","G","832.0","","G","953.0","","G","1060.0","","G","986.0","","G","1166.0","","G","1536.0","","G","1357.0","","G","1162.0","","G","1232.0","","G","1463.0","","G","1397.0","","G","1338.0","","G","1221.0","","G","1316.0","","G","1456.0","","G","1485.0","","G"," "," "," "," "," "," "," "," "," "
"776","Tonga","749","Y","Carbon dioxide emissions (CO2), thousand metric tons of CO2 (CDIAC)","77.0","","G","92.0","","G","88.0","","G","103.0","","G","106.0","","G","110.0","","G","110.0","","G","114.0","","G","110.0","","G","128.0","","G","121.0","","G","139.0","","G","143.0","","G","176.0","","G","172.0","","G","172.0","","G","172.0","","G","176.0","","G","176.0","","G","176.0","","G"," "," "," "," "," "," "," "," "," "
"780","Trinidad and Tobago","749","Y","Carbon dioxide emissions (CO2), thousand metric tons of CO2 (CDIAC)","16960.0","","G","21049.0","","G","20986.0","","G","16821.0","","G","19853.0","","G","20968.0","","G","21782.0","","G","19230.0","","G","19318.0","","G","22816.0","","G","24514.0","","G","25024.0","","G","26890.0","","G","27697.0","","G","30993.0","","G","28581.0","","G","32152.0","","G","35057.0","","G","47088.0","","G","47781.0","","G"," "," "," "," "," "," "," "," "," "
"788","Tunisia","749","Y","Carbon dioxide emissions (CO2), thousand metric tons of CO2 (CDIAC)","13267.0","","G","15489.0","","G","15024.0","","G","16502.0","","G","15940.0","","G","15735.0","","G","16758.0","","G","16945.0","","G","18001.0","","G","18331.0","","G","19923.0","","G","20818.0","","G","21016.0","","G","21397.0","","G","22446.0","","G","22801.0","","G","23128.0","","G","23869.0","","G","25013.0","","G","25156.0","","G"," "," "," "," "," "," "," "," "," "
"792","Turkey","749","Y","Carbon dioxide emissions (CO2), thousand metric tons of CO2 (CDIAC)","145855.0","","G","148613.0","","G","153105.0","","G","159133.0","","G","156845.0","","G","171971.0","","G","188198.0","","G","198528.0","","G","200607.0","","G","196768.0","","G","216148.0","","G","194538.0","","G","205678.0","","G","218509.0","","G","225407.0","","G","237369.0","","G","261571.0","","G","284658.0","","G","285274.0","","G","277845.0","","G"," "," "," "," "," "," "," "," "," "
"795","Turkmenistan","749","Y","Carbon dioxide emissions (CO2), thousand metric tons of CO2 (CDIAC)"," "," "," "," "," "," ","28067.0","","G","27664.0","","G","33476.0","","G","34620.0","","G","31364.0","","G","29930.0","","G","26047.0","","G","35115.0","","G","35647.0","","G","39681.0","","G","41074.0","","G","43161.0","","G","43337.0","","G","45375.0","","G","46197.0","","G","53494.0","","G","55027.0","","G","48162.0","","G"," "," "," "," "," "," "," "," "," "
"796","Turks and Caicos Islands","749","Y","Carbon dioxide emissions (CO2), thousand metric tons of CO2 (CDIAC)"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","11.0","","G","11.0","","G","11.0","","G","15.0","","G","15.0","","G","15.0","","G","15.0","","G","99.0","","G","103.0","","G","103.0","","G","121.0","","G","143.0","","G","158.0","","G","158.0","","G","161.0","","G"," "," "," "," "," "," "," "," "," "
"800","Uganda","749","Y","Carbon dioxide emissions (CO2), thousand metric tons of CO2 (CDIAC)","803.0","","G","829.0","","G","840.0","","G","832.0","","G","763.0","","G","994.0","","G","1115.0","","G","1148.0","","G","1349.0","","G","1408.0","","G","1533.0","","G","1621.0","","G","1668.0","","G","1709.0","","G","1852.0","","G","2285.0","","G","2655.0","","G","3128.0","","G","3161.0","","G","3480.0","","G"," "," "," "," "," "," "," "," "," "
"804","Ukraine","749","Y","Carbon dioxide emissions (CO2), thousand metric tons of CO2 (CDIAC)"," "," "," "," "," "," ","641681.0","","G","546112.0","","G","447011.0","","G","445944.0","","G","412336.0","","G","341196.0","","G","328637.0","","G","332549.0","","G","320774.0","","G","321651.0","","G","318684.0","","G","352259.0","","G","343121.0","","G","339029.0","","G","327797.0","","G","328857.0","","G","323657.0","","G","272176.0","","G"," "," "," "," "," "," "," "," "," "
"784","United Arab Emirates","749","Y","Carbon dioxide emissions (CO2), thousand metric tons of CO2 (CDIAC)","52009.0","","G","57011.0","","G","58137.0","","G","65980.0","","G","73131.0","","G","70641.0","","G","41059.0","","G","41646.0","","G","81495.0","","G","78375.0","","G","112562.0","","G","101334.0","","G","84301.0","","G","106365.0","","G","113442.0","","G","116281.0","","G","121590.0","","G","136750.0","","G","153050.0","","G","156823.0","","G"," "," "," "," "," "," "," "," "," "
"826","United Kingdom","749","Y","Carbon dioxide emissions (CO2), thousand metric tons of CO2 (CDIAC)","570219.0","","G","593823.0","","G","587453.0","","G","567523.0","","G","563776.0","","G","564524.0","","G","580607.0","","G","553673.0","","G","554139.0","","G","535551.0","","G","543662.0","","G","550552.0","","G","531939.0","","G","540640.0","","G","540409.0","","G","541990.0","","G","542045.0","","G","528631.0","","G","522247.0","","G","474579.0","","G"," "," "," "," "," "," "," "," "," "
"834","United Republic of Tanzania","749","Y","Carbon dioxide emissions (CO2), thousand metric tons of CO2 (CDIAC)","2373.0","","G","2435.0","","G","2362.0","","G","2637.0","","G","2446.0","","G","3553.0","","G","3462.0","","G","2882.0","","G","2556.0","","G","2538.0","","G","2651.0","","G","3128.0","","G","3590.0","","G","3806.0","","G","4353.0","","G","5618.0","","G","5959.0","","G","6150.0","","G","6538.0","","G","6960.0","","G"," "," "," "," "," "," "," "," "," "
"840","United States","749","Y","Carbon dioxide emissions (CO2), thousand metric tons of CO2 (CDIAC)","4879376.0","","G","4870238.0","","G","4876006.0","","G","5167485.0","","G","5227176.0","","G","5237968.0","","G","5343512.0","","G","5501365.0","","G","5449078.0","","G","5528149.0","","G","5713450.0","","G","5601368.0","","G","5650957.0","","G","5681664.0","","G","5790761.0","","G","5826394.0","","G","5737616.0","","G","5828697.0","","G","5656839.0","","G","5299563.0","","G"," "," "," "," "," "," "," "," "," "
"858","Uruguay","749","Y","Carbon dioxide emissions (CO2), thousand metric tons of CO2 (CDIAC)","3993.0","","G","4554.0","","G","5170.0","","G","4466.0","","G","4067.0","","G","4591.0","","G","5442.0","","G","5556.0","","G","5688.0","","G","6725.0","","G","5306.0","","G","5090.0","","G","4620.0","","G","4598.0","","G","5611.0","","G","5776.0","","G","6648.0","","G","5999.0","","G","8331.0","","G","7891.0","","G"," "," "," "," "," "," "," "," "," "
"860","Uzbekistan","749","Y","Carbon dioxide emissions (CO2), thousand metric tons of CO2 (CDIAC)"," "," "," "," "," "," ","114014.0","","G","118532.0","","G","110982.0","","G","100912.0","","G","103189.0","","G","101781.0","","G","117571.0","","G","117421.0","","G","119951.0","","G","122038.0","","G","126915.0","","G","122683.0","","G","119306.0","","G","111821.0","","G","116464.0","","G","116889.0","","G","124905.0","","G","116508.0","","G"," "," "," "," "," "," "," "," "," "
"548","Vanuatu","749","Y","Carbon dioxide emissions (CO2), thousand metric tons of CO2 (CDIAC)","70.0","","G","66.0","","G","66.0","","G","66.0","","G","66.0","","G","66.0","","G","84.0","","G","88.0","","G","84.0","","G","84.0","","G","81.0","","G","88.0","","G","84.0","","G","81.0","","G","55.0","","G","55.0","","G","48.0","","G","95.0","","G","121.0","","G","117.0","","G"," "," "," "," "," "," "," "," "," "
"862","Venezuela","749","Y","Carbon dioxide emissions (CO2), thousand metric tons of CO2 (CDIAC)","122162.0","","G","115441.0","","G","105874.0","","G","124355.0","","G","129947.0","","G","133237.0","","G","122753.0","","G","133963.0","","G","167322.0","","G","172617.0","","G","152415.0","","G","172525.0","","G","193262.0","","G","192103.0","","G","168268.0","","G","181634.0","","G","169907.0","","G","174549.0","","G","182298.0","","G","184795.0","","G"," "," "," "," "," "," "," "," "," "
"704","Viet Nam","749","Y","Carbon dioxide emissions (CO2), thousand metric tons of CO2 (CDIAC)","21408.0","","G","21452.0","","G","21478.0","","G","23007.0","","G","26230.0","","G","29035.0","","G","34158.0","","G","45082.0","","G","47513.0","","G","47693.0","","G","53142.0","","G","61140.0","","G","70806.0","","G","78767.0","","G","100945.0","","G","103325.0","","G","82768.0","","G","111788.0","","G","128371.0","","G","142258.0","","G"," "," "," "," "," "," "," "," "," "
"876","Wallis and Futuna Islands","749","Y","Carbon dioxide emissions (CO2), thousand metric tons of CO2 (CDIAC)"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","15.0","","G","26.0","","G","26.0","","G","26.0","","G","29.0","","G","29.0","","G","29.0","","G","22.0","","G","29.0","","G"," "," "," "," "," "," "," "," "," "
"732","Western Sahara","749","Y","Carbon dioxide emissions (CO2), thousand metric tons of CO2 (CDIAC)","198.0","","G","198.0","","G","198.0","","G","202.0","","G","202.0","","G","209.0","","G","213.0","","G","220.0","","G","224.0","","G","235.0","","G","238.0","","G","238.0","","G","238.0","","G","238.0","","G","238.0","","G","238.0","","G","238.0","","G","238.0","","G","238.0","","G","238.0","","G"," "," "," "," "," "," "," "," "," "
"887","Yemen","749","Y","Carbon dioxide emissions (CO2), thousand metric tons of CO2 (CDIAC)","-3000.0","","G","10110.0","","G","14382.0","","G","9432.0","","G","11368.0","","G","11250.0","","G","14936.0","","G","15475.0","","G","12200.0","","G","13894.0","","G","14639.0","","G","16252.0","","G","15764.0","","G","17305.0","","G","18881.0","","G","20044.0","","G","20792.0","","G","21709.0","","G","22647.0","","G","23997.0","","G"," "," "," "," "," "," "," "," "," "
"890","Yugoslavia [former Socialist Federal Republic]","749","Y","Carbon dioxide emissions (CO2), thousand metric tons of CO2 (CDIAC)","133288.0","","G","94279.0","","G"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"894","Zambia","749","Y","Carbon dioxide emissions (CO2), thousand metric tons of CO2 (CDIAC)","2446.0","","G","2417.0","","G","2457.0","","G","2501.0","","G","2420.0","","G","2171.0","","G","1870.0","","G","2391.0","","G","2314.0","","G","1808.0","","G","1819.0","","G","1907.0","","G","1969.0","","G","2101.0","","G","2109.0","","G","2259.0","","G","2285.0","","G","1720.0","","G","1929.0","","G","1984.0","","G"," "," "," "," "," "," "," "," "," "
"716","Zimbabwe","749","Y","Carbon dioxide emissions (CO2), thousand metric tons of CO2 (CDIAC)","15504.0","","G","15823.0","","G","16901.0","","G","16208.0","","G","17646.0","","G","15130.0","","G","14994.0","","G","14408.0","","G","14254.0","","G","15834.0","","G","13887.0","","G","12563.0","","G","11932.0","","G","10627.0","","G","9927.0","","G","10774.0","","G","10345.0","","G","9619.0","","G","9076.0","","G","8914.0","","G"," "," "," "," "," "," "," "," "," "

Code, FootnoteText
"1","Data for Sudan prior to the independence of South Sudan in 2011 include those for South Sudan."

Type, Name, Description
C,Country Data,"The figure is the one produced and disseminated by the country (including data adjusted BY THE COUNTRY to meet international standards)"
CA,Country Adjusted,"The figure is the one produced and provided by the country, but adjusted by the international agency for international comparability—that is to comply with internationally agreed standards, definitions and classifications (age group, ISCED, etc)"
E,Estimated,"The figure is estimated by the international agency, when corresponding country data on a specific year or set of years are not available, or when multiple sources exist, or there are issues of data quality.  Estimates are based on national data, such as surveys or administrative records, or other sources but on the same variable being estimated."
M,Modeled,"The figure is modeled by the agency when there is a complete lack of data on the variable being estimated. The model is based on a set of covariates—other variables for which data are available and that can explain the phenomenon."
G,Global monitoring data,"The figure is regularly produced by the designated agency for the global monitoring, based on country data. However, there is no corresponding figure at the country level, because the indicator is defined for international monitoring only (example: population below 1$ a day)"
N,Not Relevant,"The figure is not available because the indicator-as defined for the global monitoring-does not apply to the circumstances of the specific country, and therefore is not reported"
NA,Not Available,"A figure was not provided, or the "nature of data" - see other colors for the definition of "nature of data" - is unknown"
